Operation,Memory(KB),PolyModulusDegree,Scalar1,Scalar2,EncryptionTime(ms),OperationTime(ms),DecryptionTime(ms)
Cipher+Cipher,68608,1024,1,1,0.398453,0.010124,0.120188
Cipher*Cipher,68608,1024,1,1,0.398453,0.748104,0.081322
Cipher+Plain,68608,1024,1,1,0.398453,0.016352,0.056835
Cipher*Plain,68608,1024,1,1,0.398453,0.05779,0.051718
Plain+Cipher,68608,1024,1,1,0.398453,0.01608,0.051953
Plain*Cipher,68608,1024,1,1,0.398453,0.075274,0.052013
Cipher+Cipher,68608,1024,1,7,0.38662,0.002021,0.052241
Cipher*Cipher,68608,1024,1,7,0.38662,0.523224,0.065361
Cipher+Plain,68608,1024,1,7,0.38662,0.015874,0.051595
Cipher*Plain,68608,1024,1,7,0.38662,0.056738,0.051499
Plain+Cipher,68608,1024,1,7,0.38662,0.015728,0.051708
Plain*Cipher,68608,1024,1,7,0.38662,0.056543,0.051393
Cipher+Cipher,68608,1024,1,42,0.380179,0.001914,0.052013
Cipher*Cipher,68608,1024,1,42,0.380179,0.517329,0.065326
Cipher+Plain,68608,1024,1,42,0.380179,0.015781,0.051662
Cipher*Plain,68608,1024,1,42,0.380179,0.056656,0.051554
Plain+Cipher,68608,1024,1,42,0.380179,0.015679,0.05549
Plain*Cipher,68608,1024,1,42,0.380179,0.056668,0.051395
Cipher+Cipher,68608,1024,1,12345,0.375371,0.001795,0.05222
Cipher*Cipher,68608,1024,1,12345,0.375371,0.521227,0.065571
Cipher+Plain,68608,1024,1,12345,0.375371,0.015932,0.05173
Cipher*Plain,68608,1024,1,12345,0.375371,0.056715,0.051524
Plain+Cipher,68608,1024,1,12345,0.375371,0.015741,0.051833
Plain*Cipher,68608,1024,1,12345,0.375371,0.056414,0.051477
Cipher+Cipher,68608,1024,1,65536,0.375117,0.00177,0.055592
Cipher*Cipher,68608,1024,1,65536,0.375117,0.707614,0.095712
Cipher+Plain,68608,1024,1,65536,0.375117,0.023425,0.082257
Cipher*Plain,68608,1024,1,65536,0.375117,0.05988,0.058771
Plain+Cipher,68608,1024,1,65536,0.375117,0.015915,0.051814
Plain*Cipher,68608,1024,1,65536,0.375117,0.056479,0.05165
Cipher+Cipher,68608,1024,7,1,0.378861,0.001887,0.052145
Cipher*Cipher,68608,1024,7,1,0.378861,0.523309,0.065433
Cipher+Plain,68608,1024,7,1,0.378861,0.015934,0.051687
Cipher*Plain,68608,1024,7,1,0.378861,0.056582,0.051661
Plain+Cipher,68608,1024,7,1,0.378861,0.015723,0.051665
Plain*Cipher,68608,1024,7,1,0.378861,0.056407,0.051629
Cipher+Cipher,68608,1024,7,7,0.380703,0.001895,0.052062
Cipher*Cipher,68608,1024,7,7,0.380703,0.517492,0.065549
Cipher+Plain,68608,1024,7,7,0.380703,0.015885,0.0517
Cipher*Plain,68608,1024,7,7,0.380703,0.056556,0.051396
Plain+Cipher,68608,1024,7,7,0.380703,0.015654,0.051911
Plain*Cipher,68608,1024,7,7,0.380703,0.056001,0.056459
Cipher+Cipher,68608,1024,7,42,0.373942,0.001831,0.051784
Cipher*Cipher,68608,1024,7,42,0.373942,0.52036,0.065194
Cipher+Plain,68608,1024,7,42,0.373942,0.015828,0.051751
Cipher*Plain,68608,1024,7,42,0.373942,0.056684,0.051458
Plain+Cipher,68608,1024,7,42,0.373942,0.015726,0.05169
Plain*Cipher,68608,1024,7,42,0.373942,0.056382,0.051432
Cipher+Cipher,68608,1024,7,12345,0.373605,0.001775,0.051965
Cipher*Cipher,68608,1024,7,12345,0.373605,0.521621,0.065376
Cipher+Plain,68608,1024,7,12345,0.373605,0.015878,0.051622
Cipher*Plain,68608,1024,7,12345,0.373605,0.056478,0.051606
Plain+Cipher,68608,1024,7,12345,0.373605,0.015723,0.051673
Plain*Cipher,68608,1024,7,12345,0.373605,0.056278,0.051517
Cipher+Cipher,68608,1024,7,65536,0.37794,0.001784,0.051793
Cipher*Cipher,68608,1024,7,65536,0.37794,0.517248,0.065246
Cipher+Plain,68608,1024,7,65536,0.37794,0.015882,0.05169
Cipher*Plain,68608,1024,7,65536,0.37794,0.060898,0.051669
Plain+Cipher,68608,1024,7,65536,0.37794,0.015788,0.051857
Plain*Cipher,68608,1024,7,65536,0.37794,0.056563,0.051599
Cipher+Cipher,68608,1024,42,1,0.373584,0.001755,0.051972
Cipher*Cipher,68608,1024,42,1,0.373584,0.52215,0.065242
Cipher+Plain,68608,1024,42,1,0.373584,0.015866,0.051684
Cipher*Plain,68608,1024,42,1,0.373584,0.056592,0.051465
Plain+Cipher,68608,1024,42,1,0.373584,0.015672,0.051687
Plain*Cipher,68608,1024,42,1,0.373584,0.056436,0.051638
Cipher+Cipher,68608,1024,42,7,0.380566,0.00168,0.046841
Cipher*Cipher,68608,1024,42,7,0.380566,0.467591,0.059068
Cipher+Plain,68608,1024,42,7,0.380566,0.014349,0.04677
Cipher*Plain,68608,1024,42,7,0.380566,0.051201,0.046646
Plain+Cipher,68608,1024,42,7,0.380566,0.01428,0.046739
Plain*Cipher,68608,1024,42,7,0.380566,0.050996,0.046685
Cipher+Cipher,68608,1024,42,42,0.340633,0.001655,0.047139
Cipher*Cipher,68608,1024,42,42,0.340633,0.467636,0.058932
Cipher+Plain,68608,1024,42,42,0.340633,0.014293,0.046744
Cipher*Plain,68608,1024,42,42,0.340633,0.054069,0.046704
Plain+Cipher,68608,1024,42,42,0.340633,0.014308,0.046845
Plain*Cipher,68608,1024,42,42,0.340633,0.050938,0.046525
Cipher+Cipher,68608,1024,42,12345,0.33867,0.001623,0.047022
Cipher*Cipher,68608,1024,42,12345,0.33867,0.470964,0.059163
Cipher+Plain,68608,1024,42,12345,0.33867,0.014344,0.046947
Cipher*Plain,68608,1024,42,12345,0.33867,0.051149,0.046431
Plain+Cipher,68608,1024,42,12345,0.33867,0.014283,0.046627
Plain*Cipher,68608,1024,42,12345,0.33867,0.050938,0.046467
Cipher+Cipher,68608,1024,42,65536,0.338369,0.001611,0.047228
Cipher*Cipher,68608,1024,42,65536,0.338369,0.471402,0.059006
Cipher+Plain,68608,1024,42,65536,0.338369,0.014322,0.046999
Cipher*Plain,68608,1024,42,65536,0.338369,0.051247,0.046539
Plain+Cipher,68608,1024,42,65536,0.338369,0.014161,0.046807
Plain*Cipher,68608,1024,42,65536,0.338369,0.050934,0.046373
Cipher+Cipher,68608,1024,12345,1,0.341763,0.001647,0.047002
Cipher*Cipher,68608,1024,12345,1,0.341763,0.467963,0.059077
Cipher+Plain,68608,1024,12345,1,0.341763,0.014298,0.046764
Cipher*Plain,68608,1024,12345,1,0.341763,0.051177,0.046713
Plain+Cipher,68608,1024,12345,1,0.341763,0.01423,0.046817
Plain*Cipher,68608,1024,12345,1,0.341763,0.051008,0.049688
Cipher+Cipher,68608,1024,12345,7,0.338588,0.001592,0.04688
Cipher*Cipher,68608,1024,12345,7,0.338588,0.467931,0.089881
Cipher+Plain,68608,1024,12345,7,0.338588,0.014217,0.046725
Cipher*Plain,68608,1024,12345,7,0.338588,0.051158,0.046649
Plain+Cipher,68608,1024,12345,7,0.338588,0.014206,0.046987
Plain*Cipher,68608,1024,12345,7,0.338588,0.050938,0.046778
Cipher+Cipher,68608,1024,12345,42,0.337996,0.00159,0.047109
Cipher*Cipher,68608,1024,12345,42,0.337996,0.470619,0.059219
Cipher+Plain,68608,1024,12345,42,0.337996,0.014273,0.046777
Cipher*Plain,68608,1024,12345,42,0.337996,0.051357,0.046768
Plain+Cipher,68608,1024,12345,42,0.337996,0.014149,0.04675
Plain*Cipher,68608,1024,12345,42,0.337996,0.050827,0.046771
Cipher+Cipher,68608,1024,12345,12345,0.338527,0.00157,0.049868
Cipher*Cipher,68608,1024,12345,12345,0.338527,0.46784,0.05911
Cipher+Plain,68608,1024,12345,12345,0.338527,0.014241,0.046756
Cipher*Plain,68608,1024,12345,12345,0.338527,0.051094,0.046633
Plain+Cipher,68608,1024,12345,12345,0.338527,0.01419,0.046587
Plain*Cipher,68608,1024,12345,12345,0.338527,0.050643,0.046645
Cipher+Cipher,68608,1024,12345,65536,0.341068,0.001643,0.046928
Cipher*Cipher,68608,1024,12345,65536,0.341068,0.467601,0.059125
Cipher+Plain,68608,1024,12345,65536,0.341068,0.014215,0.046979
Cipher*Plain,68608,1024,12345,65536,0.341068,0.05118,0.046601
Plain+Cipher,68608,1024,12345,65536,0.341068,0.014161,0.049537
Plain*Cipher,68608,1024,12345,65536,0.341068,0.050926,0.046698
Cipher+Cipher,68608,1024,65536,1,0.338496,0.00159,0.04698
Cipher*Cipher,68608,1024,65536,1,0.338496,0.471091,0.059105
Cipher+Plain,68608,1024,65536,1,0.338496,0.014253,0.046771
Cipher*Plain,68608,1024,65536,1,0.338496,0.05132,0.046505
Plain+Cipher,68608,1024,65536,1,0.338496,0.014158,0.046832
Plain*Cipher,68608,1024,65536,1,0.338496,0.051043,0.046575
Cipher+Cipher,68608,1024,65536,7,0.33811,0.001625,0.047028
Cipher*Cipher,68608,1024,65536,7,0.33811,0.470669,0.058969
Cipher+Plain,68608,1024,65536,7,0.33811,0.014243,0.046762
Cipher*Plain,68608,1024,65536,7,0.33811,0.051171,0.04678
Plain+Cipher,68608,1024,65536,7,0.33811,0.014128,0.046697
Plain*Cipher,68608,1024,65536,7,0.33811,0.050991,0.046653
Cipher+Cipher,68608,1024,65536,42,0.344475,0.001651,0.047216
Cipher*Cipher,68608,1024,65536,42,0.344475,0.46757,0.058794
Cipher+Plain,68608,1024,65536,42,0.344475,0.014296,0.046693
Cipher*Plain,68608,1024,65536,42,0.344475,0.050885,0.046716
Plain+Cipher,68608,1024,65536,42,0.344475,0.014131,0.046725
Plain*Cipher,68608,1024,65536,42,0.344475,0.050992,0.046728
Cipher+Cipher,68608,1024,65536,12345,0.34136,0.001604,0.047015
Cipher*Cipher,68608,1024,65536,12345,0.34136,0.497083,0.05937
Cipher+Plain,68608,1024,65536,12345,0.34136,0.014468,0.050799
Cipher*Plain,68608,1024,65536,12345,0.34136,0.051456,0.046661
Plain+Cipher,68608,1024,65536,12345,0.34136,0.014319,0.046548
Plain*Cipher,68608,1024,65536,12345,0.34136,0.051071,0.0467
Cipher+Cipher,68608,1024,65536,65536,0.338628,0.001625,0.047077
Cipher*Cipher,68608,1024,65536,65536,0.338628,0.471356,0.059216
Cipher+Plain,68608,1024,65536,65536,0.338628,0.014397,0.046869
Cipher*Plain,68608,1024,65536,65536,0.338628,0.051205,0.046699
Plain+Cipher,68608,1024,65536,65536,0.338628,0.014265,0.046802
Plain*Cipher,68608,1024,65536,65536,0.338628,0.050715,0.046688
Cipher+Cipher,68608,2048,1,1,0.697454,0.018099,0.149085
Cipher*Cipher,68608,2048,1,1,0.697454,1.17991,0.148126
Cipher+Plain,68608,2048,1,1,0.697454,0.029122,0.095457
Cipher*Plain,68608,2048,1,1,0.697454,0.110346,0.095172
Plain+Cipher,68608,2048,1,1,0.697454,0.028607,0.095152
Plain*Cipher,68608,2048,1,1,0.697454,0.120413,0.094908
Cipher+Cipher,68608,2048,1,7,0.670629,0.003363,0.095853
Cipher*Cipher,68608,2048,1,7,0.670629,1.01267,0.120882
Cipher+Plain,68608,2048,1,7,0.670629,0.028861,0.095165
Cipher*Plain,68608,2048,1,7,0.670629,0.108489,0.125869
Plain+Cipher,68608,2048,1,7,0.670629,0.028648,0.094816
Plain*Cipher,68608,2048,1,7,0.670629,0.108147,0.095162
Cipher+Cipher,68608,2048,1,42,0.633298,0.003424,0.095673
Cipher*Cipher,68608,2048,1,42,0.633298,0.980172,0.121064
Cipher+Plain,68608,2048,1,42,0.633298,0.028631,0.095277
Cipher*Plain,68608,2048,1,42,0.633298,0.108814,0.095099
Plain+Cipher,68608,2048,1,42,0.633298,0.028621,0.095069
Plain*Cipher,68608,2048,1,42,0.633298,0.108652,0.094939
Cipher+Cipher,68608,2048,1,12345,0.658905,0.003426,0.095439
Cipher*Cipher,68608,2048,1,12345,0.658905,0.978196,0.120765
Cipher+Plain,68608,2048,1,12345,0.658905,0.028753,0.095098
Cipher*Plain,68608,2048,1,12345,0.658905,0.111113,0.094789
Plain+Cipher,68608,2048,1,12345,0.658905,0.028497,0.094941
Plain*Cipher,68608,2048,1,12345,0.658905,0.108552,0.094893
Cipher+Cipher,68608,2048,1,65536,0.632404,0.0034,0.095829
Cipher*Cipher,68608,2048,1,65536,0.632404,1.00754,0.120656
Cipher+Plain,68608,2048,1,65536,0.632404,0.028774,0.095244
Cipher*Plain,68608,2048,1,65536,0.632404,0.108727,0.094772
Plain+Cipher,68608,2048,1,65536,0.632404,0.028454,0.095112
Plain*Cipher,68608,2048,1,65536,0.632404,0.108669,0.098736
Cipher+Cipher,68608,2048,7,1,0.629443,0.003321,0.095369
Cipher*Cipher,68608,2048,7,1,0.629443,0.978918,0.120826
Cipher+Plain,68608,2048,7,1,0.629443,0.028673,0.097687
Cipher*Plain,68608,2048,7,1,0.629443,0.108818,0.094682
Plain+Cipher,68608,2048,7,1,0.629443,0.028554,0.095026
Plain*Cipher,68608,2048,7,1,0.629443,0.108629,0.094953
Cipher+Cipher,68608,2048,7,7,0.629701,0.003317,0.095637
Cipher*Cipher,68608,2048,7,7,0.629701,1.00698,0.120704
Cipher+Plain,68608,2048,7,7,0.629701,0.028558,0.095469
Cipher*Plain,68608,2048,7,7,0.629701,0.108886,0.094799
Plain+Cipher,68608,2048,7,7,0.629701,0.028545,0.125161
Plain*Cipher,68608,2048,7,7,0.629701,0.108357,0.095024
Cipher+Cipher,68608,2048,7,42,0.655414,0.003394,0.098811
Cipher*Cipher,68608,2048,7,42,0.655414,0.976096,0.123637
Cipher+Plain,68608,2048,7,42,0.655414,0.028744,0.095343
Cipher*Plain,68608,2048,7,42,0.655414,0.108567,0.095212
Plain+Cipher,68608,2048,7,42,0.655414,0.028584,0.095002
Plain*Cipher,68608,2048,7,42,0.655414,0.108436,0.094975
Cipher+Cipher,68608,2048,7,12345,0.634919,0.003259,0.095256
Cipher*Cipher,68608,2048,7,12345,0.634919,0.978748,0.120967
Cipher+Plain,68608,2048,7,12345,0.634919,0.02867,0.094851
Cipher*Plain,68608,2048,7,12345,0.634919,0.108546,0.094898
Plain+Cipher,68608,2048,7,12345,0.634919,0.031084,0.095542
Plain*Cipher,68608,2048,7,12345,0.634919,0.108351,0.095008
Cipher+Cipher,68608,2048,7,65536,0.628184,0.006327,0.095625
Cipher*Cipher,68608,2048,7,65536,0.628184,0.97838,0.121001
Cipher+Plain,68608,2048,7,65536,0.628184,0.028688,0.095506
Cipher*Plain,68608,2048,7,65536,0.628184,0.108477,0.095152
Plain+Cipher,68608,2048,7,65536,0.628184,0.028541,0.094987
Plain*Cipher,68608,2048,7,65536,0.628184,0.108732,0.095095
Cipher+Cipher,68608,2048,42,1,0.631877,0.003267,0.095695
Cipher*Cipher,68608,2048,42,1,0.631877,1.06695,0.121326
Cipher+Plain,68608,2048,42,1,0.631877,0.028944,0.095135
Cipher*Plain,68608,2048,42,1,0.631877,0.11164,0.094988
Plain+Cipher,68608,2048,42,1,0.631877,0.028682,0.095182
Plain*Cipher,68608,2048,42,1,0.631877,0.108401,0.095056
Cipher+Cipher,68608,2048,42,7,0.633705,0.003449,0.095612
Cipher*Cipher,68608,2048,42,7,0.633705,0.979353,0.120753
Cipher+Plain,68608,2048,42,7,0.633705,0.028717,0.095288
Cipher*Plain,68608,2048,42,7,0.633705,0.10839,0.095037
Plain+Cipher,68608,2048,42,7,0.633705,0.028667,0.095197
Plain*Cipher,68608,2048,42,7,0.633705,0.108561,0.097484
Cipher+Cipher,68608,2048,42,42,0.629935,0.003404,0.09533
Cipher*Cipher,68608,2048,42,42,0.629935,0.977008,0.120907
Cipher+Plain,68608,2048,42,42,0.629935,0.028721,0.097658
Cipher*Plain,68608,2048,42,42,0.629935,0.108495,0.094888
Plain+Cipher,68608,2048,42,42,0.629935,0.028687,0.095045
Plain*Cipher,68608,2048,42,42,0.629935,0.108147,0.094691
Cipher+Cipher,68608,2048,42,12345,0.658874,0.003524,0.09543
Cipher*Cipher,68608,2048,42,12345,0.658874,0.98026,0.120681
Cipher+Plain,68608,2048,42,12345,0.658874,0.028725,0.09501
Cipher*Plain,68608,2048,42,12345,0.658874,0.108955,0.094918
Plain+Cipher,68608,2048,42,12345,0.658874,0.028493,0.095095
Plain*Cipher,68608,2048,42,12345,0.658874,0.138557,0.095116
Cipher+Cipher,68608,2048,42,65536,0.626957,0.003303,0.095313
Cipher*Cipher,68608,2048,42,65536,0.626957,0.979842,0.123395
Cipher+Plain,68608,2048,42,65536,0.626957,0.028741,0.094874
Cipher*Plain,68608,2048,42,65536,0.626957,0.108467,0.094798
Plain+Cipher,68608,2048,42,65536,0.626957,0.028659,0.095327
Plain*Cipher,68608,2048,42,65536,0.626957,0.135885,0.095328
Cipher+Cipher,68608,2048,12345,1,0.632697,0.003283,0.095623
Cipher*Cipher,68608,2048,12345,1,0.632697,0.977297,0.120752
Cipher+Plain,68608,2048,12345,1,0.632697,0.028686,0.095088
Cipher*Plain,68608,2048,12345,1,0.632697,0.108458,0.095193
Plain+Cipher,68608,2048,12345,1,0.632697,0.0285,0.097706
Plain*Cipher,68608,2048,12345,1,0.632697,0.108606,0.09475
Cipher+Cipher,68608,2048,12345,7,0.630239,0.003269,0.098743
Cipher*Cipher,68608,2048,12345,7,0.630239,0.978019,0.12081
Cipher+Plain,68608,2048,12345,7,0.630239,0.028612,0.09507
Cipher*Plain,68608,2048,12345,7,0.630239,0.10877,0.095018
Plain+Cipher,68608,2048,12345,7,0.630239,0.02849,0.094909
Plain*Cipher,68608,2048,12345,7,0.630239,0.108426,0.095093
Cipher+Cipher,68608,2048,12345,42,0.631829,0.00338,0.095196
Cipher*Cipher,68608,2048,12345,42,0.631829,0.979138,0.120968
Cipher+Plain,68608,2048,12345,42,0.631829,0.028655,0.095119
Cipher*Plain,68608,2048,12345,42,0.631829,0.108047,0.097928
Plain+Cipher,68608,2048,12345,42,0.631829,0.028512,0.095206
Plain*Cipher,68608,2048,12345,42,0.631829,0.108344,0.09487
Cipher+Cipher,68608,2048,12345,12345,0.632099,0.003294,0.095721
Cipher*Cipher,68608,2048,12345,12345,0.632099,0.978669,0.120897
Cipher+Plain,68608,2048,12345,12345,0.632099,0.028631,0.095111
Cipher*Plain,68608,2048,12345,12345,0.632099,0.108457,0.094927
Plain+Cipher,68608,2048,12345,12345,0.632099,0.028505,0.095243
Plain*Cipher,68608,2048,12345,12345,0.632099,0.108222,0.095103
Cipher+Cipher,68608,2048,12345,65536,0.871453,0.003644,0.098326
Cipher*Cipher,68608,2048,12345,65536,0.871453,1.6155,0.19327
Cipher+Plain,68608,2048,12345,65536,0.871453,0.055492,0.110352
Cipher*Plain,68608,2048,12345,65536,0.871453,0.11662,0.097517
Plain+Cipher,68608,2048,12345,65536,0.871453,0.029441,0.097228
Plain*Cipher,68608,2048,12345,65536,0.871453,0.111754,0.09748
Cipher+Cipher,68608,2048,65536,1,0.818779,0.005656,0.125208
Cipher*Cipher,68608,2048,65536,1,0.818779,1.38048,0.160064
Cipher+Plain,68608,2048,65536,1,0.818779,0.039186,0.193363
Cipher*Plain,68608,2048,65536,1,0.818779,0.131413,0.154255
Plain+Cipher,68608,2048,65536,1,0.818779,0.043085,0.15365
Plain*Cipher,68608,2048,65536,1,0.818779,0.116616,0.186854
Cipher+Cipher,68608,2048,65536,7,1.03866,0.003871,0.098369
Cipher*Cipher,68608,2048,65536,7,1.03866,1.00939,0.124306
Cipher+Plain,68608,2048,65536,7,1.03866,0.029593,0.097362
Cipher*Plain,68608,2048,65536,7,1.03866,0.140627,0.097576
Plain+Cipher,68608,2048,65536,7,1.03866,0.029345,0.097049
Plain*Cipher,68608,2048,65536,7,1.03866,0.118329,0.097516
Cipher+Cipher,68608,2048,65536,42,0.990891,0.007216,0.171673
Cipher*Cipher,68608,2048,65536,42,0.990891,1.74601,0.1802
Cipher+Plain,68608,2048,65536,42,0.990891,0.042922,0.153392
Cipher*Plain,68608,2048,65536,42,0.990891,0.116525,0.153039
Plain+Cipher,68608,2048,65536,42,0.990891,0.042753,0.153255
Plain*Cipher,68608,2048,65536,42,0.990891,0.146019,0.097333
Cipher+Cipher,68608,2048,65536,12345,0.646337,0.003542,0.118622
Cipher*Cipher,68608,2048,65536,12345,0.646337,1.0467,0.123787
Cipher+Plain,68608,2048,65536,12345,0.646337,0.0295,0.097263
Cipher*Plain,68608,2048,65536,12345,0.646337,0.1111,0.097036
Plain+Cipher,68608,2048,65536,12345,0.646337,0.029263,0.097102
Plain*Cipher,68608,2048,65536,12345,0.646337,0.11111,0.096943
